EmployeeID|Name|Address|City|ZIP|Phone|Email|Role|HireDate|HourlyRate|OvertimeRate|Certifications|LicenseExpirations|Languages
113|Marissa Oconnor|43474 Jennifer Island Apt. 137|Sammamish|98074|+1-795-261-0077x73217|marissaoconnor@cobuilderav.com|Security Integration Specialist|2016-11-29|82.02|123.03|"Crestron Certified Programmer|Low Voltage License|AMX Certified|RTI Certified"|2017-11-29|English
114|Brandon Johnston|25999 Brittany Path|Bellevue|98006|233.670.3424x4474|brandonjohnston@cobuilderav.com|Project Engineer|2016-09-20|64.06|96.09|"OSHA Safety|RTI Certified|Savant Certified Programmer|CEDIA Certified|AMX Certified"|2020-09-20|English, Spanish
115|Alexander Brady MD|51076 Jones Throughway|Kirkland|98033|+1-717-308-5173x289|alexanderbradym@cobuilderav.com|Lead Technician|2019-05-19|84.86|127.29|"Sonos Certified Installer|Electrical Administrator|Lutron Certified Installer|InfoComm CTS|Control4 Gold Certified"|2022-05-19|English
116|James Bonilla|185 Maxwell Plains|Seattle|98039|001-811-257-4496x5391|jamesbonilla@cobuilderav.com|Project Manager|2017-03-30|77.41|116.11|"Sonos Certified Installer|Vantage Lighting Certified|KNX Certified|Cisco Network Professional"|2018-03-30|English
117|Samantha Smith|93045 Wilson Harbor Apt. 398|Woodinville|98072|(421)280-3966|samanthasmith@cobuilderav.com|Integration Specialist|2016-01-31|98.47|147.7|"Sonos Certified Installer|Savant Certified Programmer|Vantage Lighting Certified"|2018-01-31|English, Spanish
118|Jacob Hoover|407 Edward Islands Apt. 951|Sammamish|98074|(946)693-3356x2303|jacobhoover@cobuilderav.com|Integration Specialist|2018-08-14|70.08|105.12|Josh.ai Certified|2020-08-14|English, Spanish
119|Alex Velez|7089 Riddle Canyon|Seattle|98105|+1-520-419-9184x311|alexvelez@cobuilderav.com|Security Integration Specialist|2018-12-31|69.06|103.59|"Control4 Gold Certified|Vantage Lighting Certified|Sonos Certified Installer|Biamp Certified"|2021-12-31|English
120|Jamie Davis|580 Martin Locks Apt. 211|Seattle|98199|+1-260-947-2205x397|jamiedavis@cobuilderav.com|Audio/Video Engineer|2017-05-21|109.16|163.74|OSHA Safety|2021-05-21|English
121|Dominic Dawson|0823 Scott Circles Suite 619|Seattle|98112|001-453-894-6766|dominicdawson@cobuilderav.com|Client Services Manager|2018-05-20|148.73|223.09|"KNX Certified|Lutron Certified Installer|Savant Certified Programmer|Sonos Certified Installer|First Aid/CPR"|2022-05-20|English, Spanish
122|Gabriel Blake|53026 Jodi Hollow Apt. 257|Mercer Island|98040|+1-270-836-8605|gabrielblake@cobuilderav.com|Senior Programmer|2022-02-15|129.3|193.95|"Josh.ai Certified|OSHA Safety|Crestron Certified Programmer|Biamp Certified|RTI Certified"|2025-02-15|English
123|James Allen|0281 Adams Branch|Seattle|98199|+1-589-210-3909x120|jamesallen@cobuilderav.com|System Designer|2020-08-24|106.49|159.73|"Dante Level 3 Certified|Electrical Administrator|OSHA Safety|InfoComm CTS|Vantage Lighting Certified"|2021-08-24|English
124|Chad Franklin|37597 Hall Creek Apt. 600|Woodinville|98077|+1-486-202-7574x544|chadfranklin@cobuilderav.com|Project Manager|2017-08-26|143.79|215.69|Elan Certified|2021-08-26|English, Spanish
125|Paul Estes|453 David Brook Apt. 896|Seattle|98112|(758)434-4566x229|paulestes@cobuilderav.com|Project Manager|2018-04-29|83.99|125.98|"KNX Certified|Low Voltage License"|2020-04-29|English
126|Luis Williams|0361 Pittman Inlet Suite 070|Seattle|98112|272-366-0235x1585|luiswilliams@cobuilderav.com|Lead Technician|2023-04-16|81.28|121.92|"Cisco Network Professional|Electrical Administrator"|2026-04-16|English, Mandarin
127|Cristian Smith|16715 Brown Pine Suite 905|Sammamish|98074|(624)941-3395|cristiansmith@cobuilderav.com|Lighting Control Specialist|2023-11-18|81.36|122.04|InfoComm CTS|2027-11-18|English, Mandarin
128|Amy Bennett|531 Benson Mountain Apt. 571|Mercer Island|98040|001-518-898-6646|amybennett@cobuilderav.com|Integration Specialist|2021-01-18|60.84|91.26|"Josh.ai Certified|Vantage Lighting Certified|Sonos Certified Installer"|2022-01-18|English, Spanish
129|Stephen Spencer|9748 Foster Avenue|Seattle|98105|(370)423-7718x430|stephenspencer@cobuilderav.com|Client Services Manager|2020-11-05|138.27|207.41|"Cisco Network Professional|OSHA Safety"|2023-11-05|English
130|Larry Reynolds|32973 Jason Wall|Seattle|98004|(444)602-8253x2676|larryreynolds@cobuilderav.com|Client Services Manager|2017-04-16|77.53|116.3|"Savant Certified Programmer|Sonos Certified Installer|Lutron Certified Installer|Crestron Certified Programmer"|2019-04-16|English, Spanish
131|John Young|85202 Gina Brooks|Woodinville|98072|001-414-601-6933|johnyoung@cobuilderav.com|Project Manager|2015-11-17|125.3|187.95|"Vantage Lighting Certified|InfoComm CTS"|2019-11-17|English
132|Daniel Phillips|982 Lauren Orchard|Bellevue|98004|351-554-5260x75699|danielphillips@cobuilderav.com|Senior Programmer|2016-12-23|76.83|115.25|"Vantage Lighting Certified|First Aid/CPR"|2018-12-23|English, Mandarin
133|Connie Johnson|3322 Haney Stream Apt. 277|Bellevue|98006|273.931.6806x647|conniejohnson@cobuilderav.com|Project Manager|2015-11-24|116.45|174.68|"AMX Certified|Low Voltage License"|2018-11-24|English
134|Justin Williams|59529 Taylor Heights Apt. 074|Seattle|98039|001-802-474-0675x8267|justinwilliams@cobuilderav.com|Project Engineer|2023-11-25|72.8|109.2|"InfoComm CTS|Cisco Network Professional|First Aid/CPR|Crestron Certified Programmer"|2027-11-25|English
135|Timothy Wilkinson|00363 Walters Underpass Suite 461|Bellevue|98004|997-645-9793x1839|timothywilkinso@cobuilderav.com|Audio/Video Engineer|2021-03-14|122.37|183.56|"Cisco Network Professional|HAA Level II|Crestron Certified Programmer"|2023-03-14|English
136|Linda Jones|99550 Harper Union Apt. 266|Seattle|98112|332-323-9461x2128|lindajones@cobuilderav.com|Network Engineer|2015-10-22|86.19|129.28|"OSHA Safety|HAA Level II|Low Voltage License"|2018-10-22|English
137|Dylan Cantu|0012 Kim Square|Redmond|98052|(423)798-4742|dylancantu@cobuilderav.com|Lead Technician|2020-08-12|57.16|85.74|"CEDIA Certified|Biamp Certified"|2023-08-12|English
138|Joel Gordon|88822 Shannon Row Suite 058|Kirkland|98034|916-680-6134x9564|joelgordon@cobuilderav.com|Audio/Video Engineer|2022-03-10|128.06|192.09|"OSHA Safety|Low Voltage License|Elan Certified"|2023-03-10|English
139|Paul Nguyen|794 Lee Springs Apt. 097|Sammamish|98074|(836)310-8092|paulnguyen@cobuilderav.com|System Designer|2020-09-18|110.86|166.29|"RTI Certified|Sonos Certified Installer|First Aid/CPR|AMX Certified|KNX Certified"|2024-09-18|English, Mandarin
140|Casey Garcia|5786 Rivera Shores Suite 555|Sammamish|98074|951.724.7640x0068|caseygarcia@cobuilderav.com|Executive|2015-05-22|82.08|123.12|"First Aid/CPR|Vantage Lighting Certified|Cisco Network Professional|Low Voltage License"|2018-05-22|English
141|Rhonda Stokes|0516 Gomez Islands|Bellevue|98004|922-644-4189|rhondastokes@cobuilderav.com|Executive|2020-02-09|135.58|203.37|"AMX Certified|Cisco Network Professional"|2022-02-09|English, Spanish
142|Robert Whitaker|686 William Fort|Sammamish|98074|570-817-0363x09442|robertwhitaker@cobuilderav.com|Project Manager|2023-08-24|127.89|191.84|"CEDIA Certified|Control4 Gold Certified"|2024-08-24|English
143|Andrew Steele|983 Tonya Trail|Seattle|98105|913-949-0961x979|andrewsteele@cobuilderav.com|Audio/Video Engineer|2017-02-12|112.6|168.9|InfoComm CTS|2021-02-12|English
144|Don Branch|35694 Kent Canyon Suite 356|Seattle|98112|001-274-480-9573x94059|donbranch@cobuilderav.com|Senior Programmer|2023-06-10|111.66|167.49|"HAA Level II|OSHA Safety|Dante Level 3 Certified|Elan Certified|First Aid/CPR"|2024-06-10|English, Mandarin
145|Jessica Jackson|2031 Pruitt Rapid Apt. 584|Redmond|98052|+1-907-634-2031x977|jessicajackson@cobuilderav.com|Project Engineer|2015-01-27|62.82|94.23|"OSHA Safety|Elan Certified"|2017-01-27|English
146|Julia Lynch|418 Rojas Spur|Bellevue|98006|823.408.8295x86841|julialynch@cobuilderav.com|System Designer|2016-11-29|83.15|124.73|"InfoComm CTS|First Aid/CPR|Elan Certified|Cisco Network Professional"|2018-11-29|English, Spanish
147|Randall Jackson|58694 Stephen Villages Suite 483|Seattle|98105|373-706-6293|randalljackson@cobuilderav.com|Executive|2021-05-11|88.82|133.23|"RTI Certified|InfoComm CTS|Control4 Gold Certified|Electrical Administrator"|2023-05-11|English, Spanish
148|Robert Mclean|8824 Olivia View|Sammamish|98074|(459)946-9890x623|robertmclean@cobuilderav.com|Integration Specialist|2019-12-11|86.62|129.93|"AMX Certified|First Aid/CPR"|2020-12-11|English, Spanish
149|Connie Wells|890 Nicole Forks Suite 900|Redmond|98052|001-765-648-7084x779|conniewells@cobuilderav.com|System Designer|2015-05-02|102.8|154.2|"Control4 Gold Certified|AMX Certified|Savant Certified Programmer|Josh.ai Certified"|2017-05-02|English
150|Richard Fisher|3981 Megan Summit Apt. 781|Mercer Island|98040|(891)457-9089x458|richardfisher@cobuilderav.com|Client Services Manager|2017-12-25|143.93|215.9|Lutron Certified Installer|2018-12-25|English
151|Joshua Wagner|3802 Gina Locks Apt. 239|Redmond|98052|(812)319-0518x8129|joshuawagner@cobuilderav.com|System Designer|2021-10-05|95.57|143.35|OSHA Safety|2024-10-05|English
152|Brandi Stokes|66901 Shawn Curve Apt. 729|Mercer Island|98040|+1-826-689-3348|brandistokes@cobuilderav.com|Lighting Control Specialist|2017-09-08|79.42|119.13|"KNX Certified|Josh.ai Certified|Cisco Network Professional"|2020-09-08|English
153|Jordan Williams|67578 Atkins Tunnel Apt. 355|Woodinville|98072|001-770-277-3123x155|jordanwilliams@cobuilderav.com|Audio/Video Engineer|2020-02-15|106.31|159.47|"Josh.ai Certified|Control4 Gold Certified|CEDIA Certified"|2024-02-15|English, Spanish
154|Patricia Gonzales|2187 Zachary Station|Mercer Island|98040|640-945-8831x141|patriciagonzale@cobuilderav.com|Integration Specialist|2020-10-10|79.29|118.94|"AMX Certified|Vantage Lighting Certified|KNX Certified|Electrical Administrator|Low Voltage License"|2024-10-10|English, Spanish
155|Marisa Miles|50368 Wilson Road|Mercer Island|98040|001-568-691-0977x97802|marisamiles@cobuilderav.com|Integration Specialist|2023-04-02|98.32|147.48|"CEDIA Certified|KNX Certified|Lutron Certified Installer"|2026-04-02|English
156|Lori Howard|6794 Robyn Fort Suite 640|Woodinville|98072|563-329-5737|lorihoward@cobuilderav.com|Lead Technician|2020-05-04|79.53|119.3|"Cisco Network Professional|Savant Certified Programmer|KNX Certified|First Aid/CPR"|2021-05-04|English
157|Tony Diaz|273 William Points|Seattle|98112|001-630-329-1585x42332|tonydiaz@cobuilderav.com|Senior Programmer|2023-10-20|106.07|159.1|"InfoComm CTS|Dante Level 3 Certified"|2024-10-20|English
158|Willie Watson|483 Robles Burg Suite 344|Seattle|98199|(674)362-1595x8417|williewatson@cobuilderav.com|System Designer|2022-06-07|103.52|155.28|"Electrical Administrator|RTI Certified|Biamp Certified|Control4 Gold Certified|Low Voltage License"|2024-06-07|English, Spanish
159|Jeremy Rogers|18169 Debbie Heights|Seattle|98105|534-947-6094|jeremyrogers@cobuilderav.com|Project Engineer|2019-11-17|86.79|130.19|Control4 Gold Certified|2020-11-17|English, Mandarin
160|Donna Fitzgerald|286 Beck Garden|Mercer Island|98040|402.365.0996|donnafitzgerald@cobuilderav.com|Audio/Video Engineer|2022-07-09|116.58|174.87|"AMX Certified|Low Voltage License"|2023-07-09|English, Spanish
161|Chelsea Bennett|96666 Aaron Island Suite 342|Bellevue|98006|2223234998|chelseabennett@cobuilderav.com|Security Integration Specialist|2022-03-22|80.86|121.29|"Savant Certified Programmer|Josh.ai Certified|Vantage Lighting Certified|Biamp Certified"|2025-03-22|English
162|Christine Kim|367 Williamson Brook Apt. 779|Seattle|98112|252-444-6144|christinekim@cobuilderav.com|Client Services Manager|2018-04-06|133.5|200.25|"First Aid/CPR|Vantage Lighting Certified|Cisco Network Professional|AMX Certified|Control4 Gold Certified"|2019-04-06|English
163|Ricardo Bell|6564 Misty Lane Apt. 186|Bellevue|98004|872.763.1995|ricardobell@cobuilderav.com|Lighting Control Specialist|2019-02-15|86.16|129.24|"Control4 Gold Certified|Dante Level 3 Certified"|2021-02-15|English
164|Peter Fowler|764 Kenneth Cape Apt. 385|Kirkland|98034|8259513444|peterfowler@cobuilderav.com|Project Manager|2017-02-16|141.85|212.77|"Lutron Certified Installer|Dante Level 3 Certified|HAA Level II"|2021-02-16|English, Mandarin
165|Joseph Herrera|7331 Buckley Harbor|Seattle|98112|(915)974-9325x1149|josephherrera@cobuilderav.com|Lighting Control Specialist|2021-08-16|88.98|133.47|"InfoComm CTS|Cisco Network Professional"|2023-08-16|English
166|Emily Brown|0954 Scott Run|Seattle|98112|(561)383-0858x00187|emilybrown@cobuilderav.com|Integration Specialist|2020-08-09|76.15|114.23|"Josh.ai Certified|Crestron Certified Programmer|Elan Certified|Vantage Lighting Certified"|2024-08-09|English, Mandarin
167|Kevin Nguyen|3678 Jackson Cove|Redmond|98052|8787187109|kevinnguyen@cobuilderav.com|Project Engineer|2018-08-04|86.48|129.72|Cisco Network Professional|2021-08-04|English
168|Carl Juarez|8026 John Valleys|Seattle|98112|001-415-842-3060x0230|carljuarez@cobuilderav.com|Senior Programmer|2015-08-29|131.79|197.69|"Low Voltage License|Sonos Certified Installer|Biamp Certified|Elan Certified|OSHA Safety"|2018-08-29|English, Spanish
169|Vanessa Vazquez|052 Keith Court Apt. 420|Bellevue|98004|(367)801-5145x9920|vanessavazquez@cobuilderav.com|Executive|2020-06-19|159.23|238.84|"Lutron Certified Installer|RTI Certified"|2024-06-19|English, Spanish
170|David Allison|22400 Hall Radial|Bellevue|98006|(222)305-6201|davidallison@cobuilderav.com|Integration Specialist|2023-07-01|76.62|114.93|"First Aid/CPR|Low Voltage License|KNX Certified"|2027-07-01|English
171|Daniel Ferguson|91332 White Lane|Bellevue|98004|732-439-4564|danielferguson@cobuilderav.com|Security Integration Specialist|2016-02-03|85.47|128.2|"Sonos Certified Installer|HAA Level II|OSHA Safety"|2018-02-03|English
172|Cody Ross|760 Joseph Passage Suite 634|Bellevue|98004|(609)753-6773|codyross@cobuilderav.com|Executive|2019-12-15|103.76|155.64|"Dante Level 3 Certified|Crestron Certified Programmer"|2023-12-15|English, Spanish
173|John Hall|52665 Hart Circles Suite 762|Mercer Island|98040|(538)509-6641x475|johnhall@cobuilderav.com|Lead Technician|2019-01-23|60.3|90.45|"Biamp Certified|CEDIA Certified"|2020-01-23|English, Spanish
174|Kevin Wood|4665 Matthew Points Suite 298|Seattle|98004|432-943-6792x41571|kevinwood@cobuilderav.com|Audio/Video Engineer|2020-04-24|128.73|193.09|"RTI Certified|Lutron Certified Installer|Control4 Gold Certified|KNX Certified"|2022-04-24|English
175|Melissa Barnes|835 Lewis Shoals|Bellevue|98006|468-658-6390x6168|melissabarnes@cobuilderav.com|Security Integration Specialist|2016-05-01|81.68|122.52|"First Aid/CPR|Crestron Certified Programmer|OSHA Safety|Vantage Lighting Certified|Lutron Certified Installer"|2018-05-01|English
176|Leslie Young|1538 Craig Tunnel|Woodinville|98077|437.210.3073x72607|leslieyoung@cobuilderav.com|Senior Programmer|2023-09-13|111.41|167.12|"Biamp Certified|OSHA Safety"|2024-09-13|English
177|Denise Austin|082 Dennis Ports Apt. 121|Redmond|98052|863-694-7625x4292|deniseaustin@cobuilderav.com|Client Services Manager|2015-12-05|110.62|165.93|"KNX Certified|CEDIA Certified|Control4 Gold Certified|Dante Level 3 Certified"|2016-12-05|English, Spanish
178|Jared Stark|172 Smith Locks|Bellevue|98004|001-948-311-2664|jaredstark@cobuilderav.com|Integration Specialist|2020-06-06|78.55|117.82|"Low Voltage License|AMX Certified|Control4 Gold Certified|RTI Certified|OSHA Safety"|2024-06-06|English, Spanish
179|Jocelyn Chambers|833 Walker Creek Apt. 161|Redmond|98052|(659)201-6399|jocelynchambers@cobuilderav.com|System Designer|2020-06-24|105.62|158.43|"RTI Certified|OSHA Safety|CEDIA Certified|Cisco Network Professional|InfoComm CTS"|2021-06-24|English
180|Angela Perez|3767 Susan Harbor Apt. 409|Seattle|98039|+1-241-301-6793|angelaperez@cobuilderav.com|Lead Technician|2021-09-19|97.3|145.95|RTI Certified|2023-09-19|English
181|Susan Davis MD|910 Melinda Shoal Apt. 028|Seattle|98004|+1-266-516-8019|susandavismd@cobuilderav.com|Lighting Control Specialist|2022-04-27|55.59|83.39|"Dante Level 3 Certified|Sonos Certified Installer"|2024-04-27|English, Mandarin
182|Bryan Singleton|8548 Beasley Circle|Issaquah|98029|953.316.0791|bryansingleton@cobuilderav.com|Integration Specialist|2018-05-07|53.69|80.53|InfoComm CTS|2021-05-07|English, Spanish
183|Joshua Brown|1171 Natalie Tunnel Apt. 940|Redmond|98052|(347)302-8814|joshuabrown@cobuilderav.com|Audio/Video Engineer|2018-05-16|130.49|195.74|Vantage Lighting Certified|2019-05-16|English, Mandarin
184|Joseph Rosales|2719 Tara Mountains Suite 764|Redmond|98052|(639)413-8107x49161|josephrosales@cobuilderav.com|Client Services Manager|2022-10-18|124.0|186.0|"Dante Level 3 Certified|Low Voltage License"|2025-10-18|English, Mandarin
185|Christian Bailey|31535 Robert Shore|Seattle|98119|(326)216-8455x25274|christianbailey@cobuilderav.com|Project Manager|2017-08-29|124.36|186.54|"Control4 Gold Certified|Lutron Certified Installer"|2018-08-29|English, Spanish
186|Jack Tucker|798 Meyer Knolls|Issaquah|98027|(869)948-9930x05195|jacktucker@cobuilderav.com|Senior Programmer|2021-03-11|122.5|183.75|"Crestron Certified Programmer|Cisco Network Professional"|2023-03-11|English, Mandarin
187|Matthew Morales|8422 Little Corners Suite 266|Bellevue|98006|(256)250-4607|matthewmorales@cobuilderav.com|Senior Programmer|2019-04-13|74.48|111.72|"First Aid/CPR|Savant Certified Programmer|HAA Level II|AMX Certified|Dante Level 3 Certified"|2021-04-13|English
188|Scott Valdez|30686 Jorge Turnpike Suite 100|Sammamish|98074|+1-966-889-0417x2820|scottvaldez@cobuilderav.com|System Designer|2022-01-22|160.14|240.21|"Crestron Certified Programmer|HAA Level II|Sonos Certified Installer|Savant Certified Programmer"|2025-01-22|English, Spanish
189|Jonathan Rodriguez|223 Andrea Falls Apt. 824|Bellevue|98006|6842752835|jonathanrodrigu@cobuilderav.com|Executive|2023-11-01|109.75|164.62|"Cisco Network Professional|RTI Certified|First Aid/CPR|Crestron Certified Programmer|Josh.ai Certified"|2027-11-01|English
190|Brandon Barber|9135 Janet Gateway Suite 053|Seattle|98004|272-928-9206x41578|brandonbarber@cobuilderav.com|Project Manager|2022-09-02|98.78|148.17|"Control4 Gold Certified|HAA Level II|Biamp Certified"|2026-09-02|English, Mandarin
191|Alyssa House|04194 Sanchez Club|Seattle|98112|+1-452-281-4478x674|alyssahouse@cobuilderav.com|Client Services Manager|2018-01-25|84.83|127.25|"AMX Certified|Crestron Certified Programmer|Vantage Lighting Certified"|2019-01-25|English
192|Martin Craig|63578 Emily Forks|Issaquah|98027|289.712.1397x436|martincraig@cobuilderav.com|Lead Technician|2016-12-20|68.24|102.36|Control4 Gold Certified|2019-12-20|English
193|Kristen Rosario|9940 Lopez Street Apt. 696|Woodinville|98077|001-204-852-8986|kristenrosario@cobuilderav.com|System Designer|2016-11-30|123.55|185.32|"Elan Certified|HAA Level II|AMX Certified|Control4 Gold Certified|Lutron Certified Installer"|2019-11-30|English
194|Anthony Rivera|37457 Christopher Island Apt. 761|Mercer Island|98040|768.514.9802|anthonyrivera@cobuilderav.com|Project Engineer|2017-11-27|66.59|99.89|"HAA Level II|Cisco Network Professional|OSHA Safety|Low Voltage License|Crestron Certified Programmer"|2018-11-27|English, Spanish
195|Kayla Lee|929 Phillips Hollow Suite 725|Mercer Island|98040|6842232423|kaylalee@cobuilderav.com|Client Services Manager|2022-12-07|88.12|132.18|"Dante Level 3 Certified|AMX Certified|Lutron Certified Installer|KNX Certified"|2024-12-07|English
196|Denise Gibson|1553 Burke Islands|Redmond|98052|+1-955-874-9062|denisegibson@cobuilderav.com|Executive|2018-02-03|117.29|175.94|"KNX Certified|Electrical Administrator|InfoComm CTS|Elan Certified"|2022-02-03|English, Spanish
197|Donald Wood|33295 Howard Forges|Seattle|98004|258-428-6304|donaldwood@cobuilderav.com|Senior Programmer|2019-07-24|107.95|161.93|Elan Certified|2022-07-24|English
198|Jenna Conway|2174 Caroline Village|Seattle|98004|(704)516-7821|jennaconway@cobuilderav.com|System Designer|2021-06-14|141.24|211.86|RTI Certified|2022-06-14|English, Mandarin
199|Stephanie Reyes|0632 Walton Forge|Redmond|98052|239-428-0485|stephaniereyes@cobuilderav.com|Security Integration Specialist|2022-08-05|95.51|143.27|First Aid/CPR|2024-08-05|English
200|Jason Powers|93335 Tracy Oval|Mercer Island|98040|890-300-0295|jasonpowers@cobuilderav.com|Security Integration Specialist|2023-01-04|83.41|125.11|"Control4 Gold Certified|OSHA Safety|CEDIA Certified|Sonos Certified Installer|Dante Level 3 Certified"|2027-01-04|English, Mandarin
